 Date, Latitude, Longitude, Zonal_Winds, Meridional_Winds, Humidity, Air_Temp, Sea_Surface_Temp
970717,-8.05,-109.93,-8.5,1.8,80.5,26.25,26.13
970717,-8.03,164.81,-5.9,6.7,82.2,27.61,28.25
970717,8.97,-140.32,-4.6,-3,87.7,27.32,28.15
970718,0,-154.75,-5.4,-0.2,78.9,28.88,29.37
970718,0,165,4.8,3,83.6,27.48,29.59
970718,-0.04,-170.04,-3,0.7,77.7,29.01,29.55
970718,0,-179.86,-2.4,-3.4,81,28.77,29.63
970718,1.96,-125.05,-6.7,2.5,79.4,28.24,28.44
970718,1.98,-140.02,-6.2,2.9,78.7,28.72,29.04
970718,2,164.98,4.2,1,81.3,28.23,29.71
970718,1.99,-169.93,-2,0.3,81.1,28.55,29.63
970718,2.02,-179.79,-2.9,-3.5,75.6,29.04,29.67
970718,-2.04,-124.93,-7.5,2.8,79.2,27.91,28.27
970718,-2.02,-139.95,-7.4,2.7,75.5,28.49,28.95
970718,-2,-154.99,-4.9,-1.5,80.6,28.57,29.33
970718,-1.93,164.43,3.4,2.1,85.6,26.95,29.55
970718,-2,-179.98,-2.8,-3,75.8,28.96,29.63
970718,5.02,-109.96,-2.1,5.1,81.9,27.55,28.48
970718,5.13,-124.88,-2.4,2.1,82.9,28.17,28.73
970718,4.92,-139.84,-4.5,-1.4,82.9,28.29,29.31
970718,4.98,-154.93,-2.4,-4.3,84.6,28.03,29.41
970718,5.03,165.04,-0.7,-0.7,79,27.89,29.57
970718,4.97,-169.96,-2.3,0.4,80.7,28.15,29.13
970718,-4.98,-110.02,-7.3,3.4,73.5,26.29,26.83
970718,-4.99,-139.91,-8,-0.2,74.4,27.86,28.18
970718,-4.98,-154.99,-6.6,-1.2,84.8,28.47,28.92
970718,-5,165.21,-1,3.3,85.1,26.69,29.07
970718,-5.01,-169.98,-6.6,0.4,78.5,28.99,29.29
970718,-5.03,-179.96,-4.4,-1.6,81,28.72,29.23
970718,8.03,-125,2,1.1,77.6,28.31,29.37
970718,7.95,-155,-4.8,-4.2,87,27.73,28.82
970718,7.99,165.07,-5.2,-0.5,85,27.61,29.52
970718,8,-170.05,-7.6,-4.8,87.1,27.93,28.66
970718,-8.06,-109.93,-6.8,4.1,75.3,26.02,26.11
970718,-7.97,-125.02,-7.9,2.7,80.2,26.46,26.84
970718,-8.03,164.81,-4.7,8.4,98.4,25.34,28.12
970718,8.96,-140.33,-4.9,-3.2,86,27.75,28.16
970719,0,-154.75,-6.9,0.5,82.1,28.15,29.34
970719,0,165.01,6.1,4.9,86.2,27.36,29.46
970719,-0.03,-170.03,-3.2,-0.3,79.8,29.13,29.66
970719,0,-179.86,-1.1,1.6,82.6,28.05,29.54
970719,1.96,-125.06,-6.5,4.6,78.1,28.28,28.44
970719,1.98,-140.02,-6,1.6,81.2,28.2,29.03
970719,2,164.98,4.3,2.2,88.4,26.96,29.43
970719,1.99,-169.93,-1.9,-0.8,79.4,29.17,29.84
970719,2.03,-179.79,-1,-1.2,82,28.4,29.59
970719,-2.05,-124.93,-8.3,1.9,78.4,27.79,28.26
970719,-2.01,-139.96,-8.1,1.9,74.3,28.69,28.93
970719,-2,-154.99,-7.5,0.8,83.3,28.69,29.36
970719,-1.92,164.43,3.6,2.7,86.8,27.58,29.66
970719,-2.01,-179.98,-1.8,1.6,74.1,28.92,29.7
970719,5.03,-109.97,-1.3,5.7,85.9,26.45,28.42
970719,5.13,-124.88,-2,2.2,88.9,26.89,28.68
970719,4.91,-139.84,-2.7,0.2,84.5,28.09,29.29
970719,4.98,-154.92,-6.3,-1.3,83.7,28.74,29.3
970719,5.03,165.04,1.9,0.9,82.7,27.69,29.61
970719,4.97,-169.96,-0.6,0,78.4,28.11,29.38
970719,-4.98,-110.02,-6.8,2.9,72.3,25.97,26.81
970719,-4.99,-139.91,-8,-1.9,76.4,27.94,28.18
970719,-4.98,-154.99,-7.7,0.4,82.4,28.75,28.84
970719,-5,165.21,-5.5,4.2,83,27.36,29.11
970719,-5.01,-169.99,-4.9,-0.3,79.3,28.72,29.26
970719,-5.03,-179.96,-2.7,-0.6,79.4,28.64,29.33
970719,8.03,-125.01,1.2,-0.7,78.1,28.15,29.24
970719,7.95,-155,-7.7,-4.1,87,28.04,28.72
970719,7.99,165.08,-4.4,0.9,83.7,27.75,29.36
970719,8.01,-170.06,-5.4,-6.4,83.7,27.97,28.64
970719,-8.06,-109.93,-6.7,3.1,74.6,25.54,26.08
970719,-7.96,-125.02,-8.7,1.4,72.9,26.42,26.8
970719,-8.02,164.81,-4.8,9.6,91.8,26.97,28.04
970719,8.97,-140.33,-4.3,-2.4,89,27.48,28.29
970720,0,-154.75,-7,1.3,80.5,28.52,29.29
970720,0,165,1.9,0.7,85.3,27,29.34
970720,-0.03,-170.03,-0.9,2.3,87.4,27.44,29.56
970720,0,-179.86,-1.6,3.4,77.8,29.08,29.63
970720,1.97,-125.05,-6.6,3.1,81.4,27.85,28.46
970720,1.98,-140.02,-8.1,1.1,81.2,28.6,28.96
970720,2,164.98,6.8,3.5,86,27.08,29.23
970720,1.99,-169.93,-1.2,-0.1,82.4,28.43,29.75
970720,2.03,-179.79,0,4.8,76.4,29.01,29.62
970720,-2.04,-124.93,-7.9,1.9,75.6,27.91,28.24
970720,-2.02,-139.95,-8.5,3,74.3,28.77,28.92
970720,-1.92,164.42,0.5,-0.6,78.5,26.92,29.33
970720,-2.01,-179.98,-2,2.7,73.7,28.84,29.68
970720,5.02,-109.97,-2.2,4.3,85.9,26.68,28.48
970720,5.13,-124.88,-1.5,1.3,88.5,26.93,28.55
970720,4.91,-139.84,-6.3,-0.5,86.1,28.21,29.27
970720,4.99,-154.92,-7,-1.8,86.3,28.14,29.27
970720,5.03,165.03,-1.4,1.4,83.9,27.98,29.4
970720,4.97,-169.96,2.4,-0.9,77,28.26,29.61
970720,-4.98,-110.02,-7.3,2.4,78.3,26.09,26.77
970720,-4.99,-139.91,-8,-0.6,73.6,27.94,28.19
970720,-4.98,-155,-8.6,2.4,82.4,28.75,28.79
970720,-5,165.21,-4.9,0.6,80.9,27.6,29.05
970720,-5.02,-169.98,-4.3,1.3,78.9,28.91,29.31
970720,-5.03,-179.96,-3.3,1.4,80.2,28.56,29.39
970720,8.03,-125.01,-1.6,-1.2,80.9,27.96,29.32
970720,7.95,-155,-7.1,-6.1,85.7,28.24,28.78
970720,8.01,165.07,-4.3,1.3,86.8,28.71,29.35
970720,8.01,-170.05,-5.4,0.2,87.1,27.86,28.64
970720,-8.06,-109.93,-7.7,2.2,81.6,25.51,26.06
970720,-7.97,-125.02,-8.2,-0.6,72.9,26.54,26.77
970720,-8.03,164.81,-5.6,9.6,91.6,26.36,27.94
970720,8.96,-140.33,-5.5,-2,86.9,28.06,28.35
970721,0,-154.75,-8.4,1.3,78.9,28.6,29.23
970721,0,165,4.5,-1.1,78.5,28.51,29.39
970721,-0.03,-170.03,0.5,1.7,90.8,25.91,29.12
970721,0,-179.86,-1.8,2.4,75.3,28.96,29.77
970721,1.96,-125.06,-7.1,2.4,78.1,28.21,28.48
970721,1.98,-140.02,-8,1.9,79.5,28.76,28.95
970721,1.99,164.99,7.1,-1.1,83.3,28.27,29.18
970721,1.99,-169.93,4.2,0,89.2,26.41,29.21
970721,2.02,-179.79,1.1,-0.4,80.9,27.99,29.81
970721,-2.05,-124.93,-7.5,0.6,75.6,27.95,28.23
970721,-2.02,-139.96,-8.8,2.9,73.1,28.73,28.9
970721,-2,-154.99,-9.5,1.5,77.6,29.33,29.24
970721,-1.92,164.43,0.7,0.2,79.9,28.45,29.71
970721,-2,-179.98,-1.8,1.6,69.6,29.08,29.75
970721,5.03,-109.98,-4.3,1.3,83.9,27.32,28.48
970721,5.13,-124.87,-4.9,3.8,84.6,28.21,28.7
970721,4.91,-139.84,-6.4,-1.8,89.8,27.58,29.21
970721,4.99,-154.92,-6.8,-1.9,88.4,27.51,29.27
970721,5.03,165.04,4.9,1.1,74.4,28.41,29.55
970721,4.97,-169.96,1.5,-3.7,84.9,26.44,29.11
970721,-4.99,-139.91,-8.5,-1.1,72,27.9,28.24
970721,-4.98,-154.98,-9.2,1,81.5,28.79,28.76
970721,-5,165.21,-2.6,0.9,78.9,27,29.1
970721,-5.01,-169.98,-2.9,2,81.7,28.45,29.32
970721,-5.03,-179.96,-4.3,0.3,78.3,28.84,29.49
970721,8.03,-125.01,-1.4,2.7,81.4,27.96,29.18
970721,7.94,-154.99,-6.3,-7.6,83.7,28.24,28.76
970721,8,165.07,-1.6,-0.3,79.3,28.63,29.66
970721,8.01,-170.05,-4.6,-2,90.9,26.45,28.51
970721,-8.05,-109.93,-7.5,2.2,82.3,25.94,26.09
970721,-7.97,-125.02,-7.6,0.6,80.2,26.23,26.77
970721,-8.03,164.81,-8.5,6.2,94.3,26.33,27.97
970721,8.96,-140.33,-6.3,-4.9,87.7,28.18,28.3
970722,0,-154.75,-5.4,0.9,76.5,28.56,29.14
970722,0,165.01,5.8,-3.1,84.9,27.28,29.37
970722,-0.03,-170.03,1.7,-0.5,81.1,27.4,29.28
970722,0,-179.86,-0.9,0.7,75.3,28.21,29.59
970722,1.97,-125.06,-6.8,0.9,81.4,28.21,28.54
970722,1.98,-140.02,-7.6,3.3,80.8,28.76,28.93
970722,2,164.99,7.9,-1.5,85.6,27.58,29.07
970722,1.99,-169.93,-0.3,0.4,81.9,27.66,29.42
970722,2.02,-179.79,-0.2,2.8,79.9,27.61,29.54
970722,-2.05,-124.93,-7.7,1.8,78.4,28.15,28.23
970722,-2.02,-139.96,-8.2,1.5,72.2,28.77,28.88
970722,-2,-154.99,-6.4,0.4,78,29.05,29.23
970722,-1.92,164.42,-2.3,-1.5,82.2,28.2,29.7
970722,-2,-179.98,-1.1,1.6,75.8,28.16,29.82
970722,5.02,-109.98,-5.3,-1,85.1,27.51,28.57
970722,5.13,-124.87,-5.2,2.1,82.9,28.64,28.89
970722,4.92,-139.84,-5.3,1.7,87.4,28.17,29.21
970722,5.02,165.04,2.4,-2.2,81,28.15,29.63
970722,4.97,-169.96,-0.7,2.7,78.8,27.54,28.99
970722,-4.98,-110.02,-8.1,2.5,79.9,26.29,26.66
970722,-4.99,-139.91,-7.3,-0.9,72,27.94,28.32
970722,-4.98,-154.99,-7.2,2.6,79.5,28.67,28.74
970722,-5,165.21,-4,2,77.2,28.43,29.11
970722,-5.01,-169.99,-3.1,0.9,83.3,27.51,29.24
970722,-5.03,-179.96,-4.5,0.1,81,28.36,29.48
970722,8.03,-125.01,-3.3,2.5,78.1,28.75,29.27
970722,7.95,-154.99,-3.5,-1.8,90.3,26.62,28.62
970722,7.99,165.08,-2.5,2.2,86,27.36,29.31
970722,8,-170.05,-5,-0.7,83.3,27.7,28.56
970722,-8.05,-109.93,-7.2,1.7,82.3,26.13,26.08
970722,-7.96,-125.02,-6.8,-1,80.6,26.54,26.78
970722,8.96,-140.33,-6.8,-3.9,91.5,27.75,28.36
970723,0,-154.74,-1.1,1.8,76.9,28.15,29.18
970723,0,165.01,7.2,-4.3,80.2,28.51,29.4
970723,-0.03,-170.03,0.7,-0.4,78.9,28.42,29.65
970723,0.01,-179.87,-1.9,-0.8,79.4,28.45,29.63
970723,1.97,-125.06,-5.2,1.9,82.7,28.09,28.58
970723,1.98,-140.02,-4.9,2,75,28.6,29.03
970723,1.99,165.02,6.2,-4.1,85.2,28.12,29.07
970723,1.98,-169.93,0.4,0.3,80.2,28.36,29.44
970723,2.03,-179.79,0,-0.5,73.6,28.56,29.72
970723,-2.03,-124.94,-6.1,4.4,78.8,28.07,28.21
970723,-2.02,-139.95,-5.8,2.2,72.7,28.69,28.88
970723,-2,-154.99,-3,0.2,74.5,28.53,29.3
970723,-1.92,164.43,3.2,-2.4,79.4,28.88,29.68
970723,-2,-179.99,-2,-0.8,74.1,28.2,29.43
970723,5.03,-109.97,-5.6,-0.1,83.9,27.95,28.64
970723,5.13,-124.87,-4.3,-0.8,88.5,27.9,28.96
970723,4.92,-139.84,-2.3,4.4,78.4,29.03,29.23
970723,4.98,-154.91,-1.3,-2.5,84.2,26.4,29.22
970723,5.03,165.04,1.9,-2.2,82.5,28.67,29.74
970723,4.97,-169.96,-3.6,-2.2,78.6,28.29,29.22
970723,-4.99,-110.03,-8,2.7,83,26.29,26.56
970723,-4.99,-139.91,-4.6,0.9,76.4,27.58,28.36
970723,-4.98,-154.98,-4.4,1.5,81.1,27.91,28.73
970723,-5,165.21,-0.6,1.1,76.8,28.15,29.44
970723,-5.01,-169.99,-4,-0.7,82.1,27.94,29.21
970723,-5.03,-179.96,-2.9,-2.5,77.5,28.8,29.39
970723,8.03,-125.01,-3.9,-2.6,81.4,28.63,29.18
970723,7.95,-154.99,-0.7,-3,86.6,27.29,28.68
970723,7.99,165.07,-2.6,-2,81.4,28.53,29.44
970723,8.01,-170.05,-6.4,-2.5,83.7,27.93,28.41
970723,-8.06,-109.93,-6.9,2.3,81.2,26.21,26.06
970723,-7.96,-125.02,-5.8,0.7,77.4,26.5,26.79
970723,-8.03,164.82,-6.2,9.8,91.4,26.59,27.94
970723,8.96,-140.32,2.3,0.7,93.7,25.92,28.13
970724,-0.01,-154.73,-3.7,2.5,73.2,28.44,29.2
970724,0,165,7.5,0.4,90,26.45,29.23
970724,-0.03,-170.03,-2.4,-2.1,80.6,28.74,29.58
970724,0,-179.86,0.1,-1.3,79.8,28.37,29.64
970724,1.96,-125.06,-0.3,6.1,90.1,26.05,28.42
970724,1.99,-140.02,2.1,0.1,78.3,28,29.11
970724,1.98,165.03,3.8,-1.4,87.2,27.39,28.99
970724,1.99,-169.93,-2.5,-2.6,78.9,29.17,29.83
970724,2.03,-179.78,-1.1,-2.2,81.4,28.66,29.68
970724,-2.04,-124.93,-2.8,6.2,79.2,27.63,28.17
970724,-2.02,-139.96,-3.6,1.5,70.6,28.34,28.9
970724,-2,-154.99,-4.3,1.5,74,28.69,29.36
970724,-1.93,164.42,4,-1.6,80.8,27.8,29.46
970724,5.02,-109.97,-5,2,84.7,27.83,28.66
970724,5.13,-124.87,-1.3,1.3,89.8,27.55,28.94
970724,4.91,-139.83,4.4,-2,84.5,27.23,29.28
970724,4.98,-154.92,-0.5,0.1,78.6,28.07,29.25
970724,5.03,165.04,-3.2,-2.3,76.9,28.86,29.52
970724,4.97,-169.96,-4.7,-2.4,79.4,28.51,29.29
970724,-4.99,-110.03,-7.9,2.3,79.9,26.21,26.59
970724,-4.99,-139.91,-4.1,-1.5,71.2,27.7,28.39
970724,-4.98,-155,-5.2,1.2,79.5,28.19,28.76
970724,-5,165.21,0.9,-0.7,77.2,28.35,29.43
970724,-5.01,-169.98,-3.8,-2.8,82.5,28.33,29.22
970724,-5.03,-179.96,-0.6,-0.7,79.8,28.25,29.63
970724,8.03,-125.01,-5.6,-1.5,81.8,28.51,29.14
970724,7.95,-154.99,2.9,2.1,90.3,26.26,28.37
970724,8,165.07,-4.1,-1.9,83.4,28.71,29.49
970724,8.01,-170.05,-5.3,-4.4,84.8,27.7,28.41
970724,-8.06,-109.93,-6.9,2.3,78.3,26.02,26.03
970724,-7.96,-125.02,-4.6,2.8,76.1,26.19,26.81
970724,-8.03,164.82,-4.8,9.4,95.3,26.45,27.95
970724,8.96,-140.32,2.9,-5,86.4,27.09,28.06
970725,0,-154.75,-4.4,2,76.5,28.23,29.2
970725,0,165.01,5.2,1.9,85.7,27.16,29.09
970725,-0.03,-170.03,-2.5,1.9,81.9,28.5,29.53
970725,0,-179.86,-2.8,-0.2,77,28.96,29.94
970725,1.97,-125.06,3,5.8,81,26.99,28.37
970725,1.97,-140.02,0.6,2,79.5,27.69,28.96
970725,1.98,165.03,1,-0.6,80.9,28.43,29.27
970725,1.99,-169.93,-3.1,2,79.4,29.21,29.77
970725,2.02,-179.79,-3.3,-1,77.1,29.11,29.82
970725,-2.04,-124.93,-0.6,7.3,80.4,27.31,28.13
970725,-2.02,-139.96,-3.1,1.6,69.8,28.07,28.91
970725,-2,-154.98,-5.1,1.4,77.1,28.61,29.27
970725,-1.93,164.42,6.7,-0.6,80.7,28.25,29.44
970725,-2.01,-179.98,-1.8,0.5,73.7,28.8,29.89
970725,5.03,-109.98,-2.4,2.1,88.8,26.56,28.54
970725,5.13,-124.87,6,4.4,86.4,27,28.85
970725,4.91,-139.83,0.7,-1.7,84.1,27.51,29.2
970725,4.98,-154.92,-4.7,-0.1,76.5,28.66,29.21
970725,5.03,165.03,-4,1.4,82.3,27.76,29.47
970725,4.97,-169.96,-4.6,-1.8,81.6,28.22,29.25
970725,-4.99,-110.02,-6.6,1.7,76.3,26.41,26.65
970725,-4.99,-139.91,-4.1,0,71.2,27.66,28.39
970725,-4.98,-154.99,-6.3,2.9,79.5,28.35,28.73
970725,-5,165.21,4.2,1.5,79.3,27.91,29.51
970725,-5.01,-169.98,-5.3,0.9,79.7,28.68,29.22
970725,-5.03,-179.96,-2.6,-0.2,77.5,28.8,29.64
970725,8.04,-125.01,0.4,3.9,83,27.56,28.99
970725,7.95,-155,-6.6,0.4,82.4,28.2,28.57
970725,8,165.07,-3.4,-0.5,85.1,27.86,29.51
970725,8.01,-170.05,-6.2,-4,83,28.21,28.45
970725,-8.06,-109.92,-6.2,1.4,77.5,26.29,26.02
970725,-7.96,-125.01,-2.7,3.2,73.7,25.8,26.83
970725,-8.03,164.81,-4.2,9.6,95.9,26.65,28.05
970725,8.95,-140.33,-2.1,-5.5,85.6,27.75,28.11
970726,-0.01,-154.75,-4.9,1.6,76.9,28.44,29.29
970726,0,165.01,5.3,1.5,80.7,28.27,29.13
970726,-0.03,-170.03,-2.3,0.6,84.5,28.07,29.48
970726,0,-179.86,-1.5,0.7,81,28.29,29.74
970726,1.97,-125.06,0.1,3.5,70.7,27.81,28.38
970726,1.97,-140.02,-3.3,5.7,78.3,28.36,28.94
970726,1.98,165.03,2.1,2.6,83.7,27.93,29.24
970726,1.99,-169.93,-1,0.9,83.2,28.16,29.65
970726,2.02,-179.79,-5.3,0.5,79.5,28.2,29.71
970726,-2.04,-124.93,-2.3,1,84,26.83,28.15
970726,-2.01,-139.95,-4.6,3.7,70.2,28.38,28.86
970726,-2,-154.98,-6,0.5,78.9,28.61,29.26
970726,-1.92,164.43,3.5,-1.5,84,28.37,29.35
970726,-2.01,-179.98,-2.3,0.8,72.1,29,29.81
970726,5.02,-109.96,3.5,0.5,86.7,26.09,28.3
970726,5.13,-124.87,3,4.7,83.4,27.04,28.83
970726,4.91,-139.84,-0.9,0.9,85.3,27.51,29.1
970726,4.98,-154.92,-3.9,-1.5,79.1,28.54,29.3
970726,5.03,165.04,-1.7,5.5,81.7,27.94,29.44
970726,4.98,-169.96,0.2,1.7,79.7,27.5,29.43
970726,-4.98,-110.02,-4.3,2.2,74.7,26.21,26.79
970726,-4.99,-139.91,-4.3,2.8,70,27.27,28.31
970726,-4.98,-154.99,-6.9,2.1,81.1,28.55,28.74
970726,-5.01,165.21,1.6,2.4,79.7,27.4,29.22
970726,-5.01,-169.98,-5.9,0.7,79.3,29.03,29.3
970726,-5.03,-179.96,-3.1,0.3,79,28.32,29.77
970726,8.02,-125,4.7,2.3,85.9,26.04,28.77
970726,7.95,-154.99,-4.5,-2,82.4,28.2,28.73
970726,8,165.07,-5.5,3.9,86.6,28.21,29.45
970726,8.01,-170.05,-4.1,-4.4,81.8,28.09,28.49
970726,-8.06,-109.92,-3.7,1.4,77.9,26.21,26.1
970726,-7.96,-125.01,-3.5,2.5,75.3,25.64,26.83
970726,-8.03,164.81,-6.2,6.4,97.9,27.2,28.03
970726,8.96,-140.32,-2.2,-2,89.8,26.43,28.06
970727,-0.01,-154.75,-3,2,76.9,28.27,29.35
970727,0,165.01,7.6,-0.4,86.2,27,29.11
970727,-0.03,-170.03,-2.6,-1.7,84,28.42,29.5
970727,0,-179.87,-2.2,-1.4,79.8,28.57,29.73
970727,1.97,-125.06,-4.3,-0.4,79.4,27.77,28.42
970727,1.98,-140.02,-6.4,3.1,76.6,28.28,28.91
970727,1.99,165.03,5.9,1.6,86,27.23,29.26
970727,1.99,-169.93,0.5,-1.2,83.6,28.4,29.75
970727,2.02,-179.78,-0.2,-0.8,80.1,27.93,29.85
970727,-2.04,-124.93,-7,1.1,78,27.79,28.18
970727,-2.02,-139.96,-6.6,2.5,69.8,28.15,28.82
970727,-2,-154.98,-4.7,1.4,80.2,28.69,29.31
970727,-1.92,164.43,3,-1.9,82.3,28.51,29.51
970727,-2,-179.98,-3,-1.1,75.4,28.56,29.78
970727,5.02,-109.96,3.5,-0.8,84.3,26.45,28.54
970727,5.13,-124.87,-0.5,-1.7,78.2,28.06,28.85
970727,4.92,-139.84,-2,2.9,86.1,26.96,28.95
970727,4.98,-154.92,-2.6,-4.3,80.3,28.5,29.52
970727,5.03,165.04,1.6,1.9,79.1,28.27,29.7
970727,4.97,-169.94,-0.2,-0.9,80.3,27.35,29.56
970727,-4.99,-110.02,-3.9,1.9,70.7,26.09,26.82
970727,-4.99,-139.91,-7.3,-0.9,65.5,27.42,28.28
970727,-4.98,-154.98,-6.1,3,82.4,28.39,28.85
970727,-5,165.21,4.5,0.9,81.3,27.24,29.19
970727,-5.01,-169.98,-6.1,0.1,79.7,28.99,29.26
970727,-5.03,-179.96,-4,-0.4,79,28.44,29.64
970727,8.03,-125.02,-0.6,-2.3,79.7,27.44,28.82
970727,7.95,-155,-4,-5.8,82,27.96,28.76
970727,8,165.07,-2.5,4.2,84.2,28.1,29.48
970727,8.01,-170.04,-0.8,-5.1,83,27.93,28.55
970727,-8.06,-109.92,-2.8,2.9,74.6,25.82,26.16
970727,-7.96,-125.02,-6.2,0.4,81.8,26.19,26.82
970727,-8.03,164.82,-6.3,7.2,92.2,26.88,28.02
970727,8.96,-140.32,-1.1,2.5,88.6,26.62,28.02
970728,0,-154.74,-3.8,2.3,79.7,27.87,29.23
970728,0,165.01,6.1,0.2,83.2,27.6,28.96
970728,-0.03,-170.03,-3.1,-1.2,83.6,28.46,29.64
970728,0,-179.85,-2.7,-0.2,81.8,28.17,29.94
970728,1.97,-125.06,-6.8,2.1,79.8,27.89,28.44
970728,1.98,-140.03,-6.5,1.4,75.8,28.16,28.89
970728,1.99,165.03,7.1,0.1,80.9,28.2,28.94
970728,1.99,-169.93,-3.7,-0.7,81.9,28.78,29.67
970728,2.02,-179.79,-2.3,-0.8,74.2,29.05,29.91
970728,-2.04,-124.93,-7.4,1.2,76,27.91,28.16
970728,-2.02,-139.96,-6.8,-0.2,69.4,28.34,28.8
970728,-2,-154.99,-5.7,3.5,77.6,28.89,29.23
970728,-1.92,164.43,1.5,1.8,81.4,28.29,29.35
970728,-2.01,-179.98,-3,-0.9,77,28.2,29.91
970728,5.02,-109.98,2,1.4,80.3,27.32,28.61
970728,5.13,-124.87,-3.9,1.6,81.2,28.37,28.86
970728,4.92,-139.84,-5,0.8,79.6,28.72,29.11
970728,4.99,-154.92,-3.1,-1.9,79.9,27.99,29.43
970728,5.03,165.03,8.2,-0.2,82.9,26.75,29.23
970728,4.97,-169.96,-2.8,0.4,83,28.5,29.57
970728,-4.98,-110.02,-5.8,1.8,69.1,26.01,26.81
970728,-4.99,-139.91,-6,-2,70,27.78,28.31
970728,-5,165.22,-0.1,4.4,82.2,27.56,29.05
970728,-5.01,-169.98,-6.4,1.4,78.9,28.95,29.27
970728,-5.02,-179.96,-4.4,-1.6,79.4,28.96,29.61
970728,8.03,-125.02,-3.6,1.9,78.1,28.15,29.06
970728,7.95,-154.99,-3.5,-4.9,79.6,27.89,28.67
970728,8,165.08,0.5,4.7,88.1,26.84,29.37
970728,8,-170.06,-3.8,-1.1,85.2,28.21,28.7
970728,-8.06,-109.93,-4.3,2.3,69.7,25.7,26.1
970728,-7.97,-125.02,-6.6,-0.4,76.9,26.27,26.79
970728,-8.03,164.81,-5.2,7.7,86.9,27.13,27.98
970728,8.96,-140.34,-3.8,0.2,87.3,27.87,28.1
970729,0,-154.74,-6.5,0.6,78.1,28.56,29.23
970729,0,165.01,4.3,3.6,87,25.82,28.96
970729,-0.03,-170.03,-3.5,0.1,85.3,28.46,29.59
970729,0,-179.85,-0.9,0.9,83.4,28.25,29.82
970729,1.97,-125.06,-6.8,3.2,76.9,28.05,28.43
970729,1.98,-140.02,-5.6,1.5,82.8,27.81,28.77
970729,1.99,165.03,4.9,2.1,85.2,27.19,28.93
970729,1.99,-169.93,-3.3,-0.6,85.8,28.16,29.69
970729,2.02,-179.79,-2.4,-0.5,81.5,28.19,29.8
970729,-2.04,-124.93,-7.7,3,72.5,27.67,28.13
970729,-2.01,-139.96,-7.8,0,76.3,28.53,28.79
970729,-2,-154.98,-6.8,0.7,78.9,29.01,29.28
970729,-1.93,164.42,3.2,2.4,88.3,26.48,29.13
970729,-2.01,-179.98,-1.7,-0.7,78.7,28.16,29.75
970729,5.02,-109.97,0.3,4.3,86.7,26.09,28.62
970729,5.13,-124.87,-3.8,5.5,81.2,28.33,28.82
970729,4.92,-139.84,-5.5,-2.3,84.1,28.5,29.32
970729,4.98,-154.92,-3,0.7,84.6,27.55,29.51
970729,5.01,165.04,5.3,0.8,78.5,28,29.16
970729,4.97,-169.95,-6.2,-2,84.8,28.59,29.59
970729,-4.98,-110.02,-7.2,1.8,70.3,25.93,26.82
970729,-4.99,-139.91,-7.6,-0.7,74,27.97,28.36
970729,-5,165.21,1,5.8,76,28.27,29.02
970729,-5.01,-169.99,-7.1,1.1,82.5,28.6,29.36
970729,-5.03,-179.96,-4.6,-0.5,77.9,29.11,29.61
970729,8.03,-125.01,-1.4,1.6,78.5,27.88,29.35
970729,7.95,-154.99,-4.5,-2,84.5,28.28,28.88
970729,7.99,165.07,0.1,2.7,84.6,28.1,29.45
970729,8.01,-170.05,-6.6,-2.3,85.2,28.36,28.61
970729,-8.06,-109.92,-6.4,1.2,74.9,25.9,26.16
970729,-7.96,-125.02,-6.7,-0.2,79.4,26.03,26.78
970729,-8.03,164.82,0.7,6,88,27.33,27.91
970729,8.96,-140.33,-4.8,-4.2,87.7,28.02,28.2
970730,0,-154.74,-6.8,0,74.4,28.76,29.13
970730,0,165.01,2.1,3.6,76.8,27.83,28.89
970730,-0.02,-170.03,-5.3,-0.2,83.2,29.05,29.6
970730,0,-179.87,-0.5,-1.8,87,26.86,29.66
970730,1.97,-125.06,-7,2.8,76.9,27.89,28.39
970730,1.98,-140.03,-7.7,3.9,78.3,28.2,28.59
970730,1.98,165.03,2,1.4,83.3,27.54,28.93
970730,2,-169.93,-5,-1.1,85.8,28.4,29.71
970730,2.02,-179.78,-0.9,-1.3,83.2,27.17,29.8
970730,-2.04,-124.93,-7.4,1,72.1,27.87,28.09
970730,-2,-154.99,-5.5,-1.6,75.8,28.97,29.28
970730,-1.93,164.43,1.6,3.1,75.5,28.03,29.22
970730,-2,-179.98,-1.1,-0.3,84.9,26.88,29.71
970730,5.02,-109.97,-0.8,3.3,81.9,26.56,28.42
970730,5.14,-124.87,-4.5,4,76.9,28.41,28.82
970730,4.92,-139.84,-5.2,2.1,86.1,28.06,29.18
970730,4.99,-154.92,-4.8,-1.8,82,28.78,29.45
970730,5.03,165.03,2.3,-0.1,77.5,27.46,29.47
970730,4.97,-169.96,-6.4,-2.9,79.2,28.89,29.52
970730,-4.99,-110.03,-7.6,-0.9,70.3,26.21,26.87
970730,-4.99,-139.91,-8.3,-1.2,69.6,27.94,28.33
970730,-5.01,165.21,0.5,4.3,76.8,28.07,28.96
970730,-5.01,-169.99,-7.4,0.1,80.9,29.19,29.42
970730,-5.03,-179.96,-4.8,-0.3,82.2,28.25,29.66
970730,8.03,-125.01,-1,3.7,81.8,27.32,29.12
970730,7.95,-154.99,-4.3,-1.5,84.5,28.4,28.96
970730,8,165.08,-1.9,3,79,28.61,29.76
